Date,Open,High,Low,Close,Adj Close,Volume,Date,normalized TSX
2014-04-22,14492.90039,14556.59961,14471.90039,14556,14556,159636400,2014-04-22,0.992920726
2014-04-23,14556.29981,14587.09961,14533.40039,14533.40039,14533.40039,166976100,2014-04-23,0
2014-04-24,14533.40039,14584.09961,14522.2002,14554.29981,14554.29981,181767100,2014-04-24,0.518576961
2014-04-25,14554.29981,14554.29981,14472.09961,14533.59961,14533.59961,149223000,2014-04-25,0.748173399
2014-04-28,14533.59961,14557.29981,14459.79981,14530.90039,14530.90039,135655600,2014-04-28,0.729236779
2014-04-29,14530.90039,14613,14520.2002,14583.09961,14583.09961,153530400,2014-04-29,0.677796834
2014-04-30,14583.09961,14662,14569.29981,14651.90039,14651.90039,173048100,2014-04-30,0.891050833
2014-05-01,14651.90039,14684.2002,14639.5,14664.09961,14664.09961,155588500,2014-05-01,0.550324423
2014-05-02,14664.5,14765.2002,14664.5,14765.2002,14765.2002,152156400,2014-05-02,1
2014-05-05,14765.2002,14765.2002,14665.79981,14697,14697,126804800,2014-05-05,0.31388403
2014-05-06,14697,14697,14593.59961,14612.29981,14612.29981,134642700,2014-05-06,0.180852276
2014-05-07,14612.59961,14662.29981,14572.09961,14656.40039,14656.40039,164756900,2014-05-07,0.934596439
2014-05-08,14656.40039,14693.2002,14512.09961,14546,14546,167129800,2014-05-08,0.187190951
2014-05-09,14546,14580.90039,14491.90039,14534.09961,14534.09961,153780200,2014-05-09,0.474148517
2014-05-12,14535.59961,14657.29981,14535.59961,14654.90039,14654.90039,136031700,2014-05-12,0.980284222
2014-05-13,14654.90039,14687.79981,14636.5,14679.79981,14679.79981,131262200,2014-05-13,0.844053988
2014-05-14,14679.79981,14706.09961,14660.40039,14673.7002,14673.7002,121698600,2014-05-14,0.291029138
2014-05-15,14673.7002,14673.7002,14516.2002,14588.90039,14588.90039,205180800,2014-05-15,0.461588546
2014-05-16,14588.90039,14588.90039,14473.79981,14514.7002,14514.7002,139016400,2014-05-16,0.355344759
2014-05-20,14514.7002,14565,14488.59961,14525.2002,14525.2002,129595100,2014-05-20,0.47906281
2014-05-21,14525.2002,14650.29981,14525.2002,14649.90039,14649.90039,145059500,2014-05-21,0.996807232
2014-05-22,14649.90039,14742.5,14649.90039,14702.29981,14702.29981,123296800,2014-05-22,0.565870791
2014-05-23,14702.29981,14713.7002,14684.79981,14708.09961,14708.09961,110145300,2014-05-23,0.806210712
2014-05-26,14708.09961,14765,14701.09961,14715.7002,14715.7002,39629400,2014-05-26,0.228489776
2014-05-27,14715.7002,14725.40039,14634.90039,14658,14658,159882500,2014-05-27,0.255244298
2014-05-28,14658,14658,14557.90039,14611,14611,133445600,2014-05-28,0.530467696
2014-05-29,14611,14631.09961,14529.09961,14589,14589,146301300,2014-05-29,0.587258735
2014-05-30,14589,14630.29981,14537.09961,14604.2002,14604.2002,220322600,2014-05-30,0.719961855
2014-06-02,14604.2002,14680.79981,14604.2002,14680.79981,14680.79981,136349000,2014-06-02,1
2014-06-03,14680.90039,14747.90039,14659.40039,14734.7002,14734.7002,171520700,2014-06-03,0.850845243
2014-06-04,14734.59961,14806,14670,14796.79981,14796.79981,150926200,2014-06-04,0.932351507
2014-06-05,14797,14821.7002,14736.40039,14800.2002,14800.2002,175135700,2014-06-05,0.747947838
2014-06-06,14800.2002,14840.5,14788.59961,14838.90039,14838.90039,122808000,2014-06-06,0.96917925
2014-06-09,14838.90039,14896.7002,14832.59961,14871.2002,14871.2002,120795800,2014-06-09,0.602187724
2014-06-10,14870.29981,14909.29981,14859,14904.40039,14904.40039,136797500,2014-06-10,0.902595766
2014-06-11,14904.5,14904.5,14850.40039,14892.09961,14892.09961,164839000,2014-06-11,0.77078594
2014-06-12,14891.40039,14922.59961,14857.40039,14909.59961,14909.59961,179032000,2014-06-12,0.800611105
2014-06-13,14910.2002,15017.2002,14904.7002,15001.59961,15001.59961,154130900,2014-06-13,0.861328124
2014-06-16,15001.59961,15075.7002,15001.59961,15040.40039,15040.40039,150460000,2014-06-16,0.523623147
2014-06-17,15040,15074.7002,15006.40039,15055.90039,15055.90039,136557800,2014-06-17,0.724745857
2014-06-18,15059.2002,15115.40039,15058,15109.29981,15109.29981,155015300,2014-06-18,0.893718738
2014-06-19,15109.29981,15119.90039,15081.90039,15112.2002,15112.2002,225796400,2014-06-19,0.797363263
2014-06-20,15112.2002,15124.90039,15086.59961,15109,15109,359777500,2014-06-20,0.584854664
2014-06-23,15109.40039,15118,15073.79981,15105.59961,15105.59961,145504200,2014-06-23,0.719449405
2014-06-24,15106.2002,15137.7002,14956.79981,14962.40039,14962.40039,185118500,2014-06-24,0.030959502
2014-06-25,14962.79981,15013.2002,14952.40039,14974.7002,14974.7002,156097800,2014-06-25,0.366774274
2014-06-26,14974.7002,15036.79981,14937.90039,15030.7002,15030.7002,121767000,2014-06-26,0.938325115
2014-06-27,15030.7002,15094.29981,15017,15094.29981,15094.29981,122729700,2014-06-27,1
2014-06-30,15092.79981,15146,15060.79981,15146,15146,122514500,2014-06-30,1
2014-07-02,15146,15223,15146,15209.79981,15209.79981,166809600,2014-07-02,0.828568896
2014-07-03,15210.2002,15256.40039,15195.90039,15207.09961,15207.09961,145990600,2014-07-03,0.185111041
2014-07-04,15207.09961,15246.79981,15207.09961,15215,15215,48783700,2014-07-04,0.19900131
2014-07-07,15215.40039,15215.40039,15107.2002,15172.90039,15172.90039,143433400,2014-07-07,0.607209584
2014-07-08,15172.90039,15172.90039,15021.09961,15137.2002,15137.2002,185867200,2014-07-08,0.764822055
2014-07-09,15136.90039,15216.09961,15121,15215.2002,15215.2002,176974800,2014-07-09,0.990542401
2014-07-10,15214.40039,15214.40039,15100.2002,15114.5,15114.5,174996400,2014-07-10,0.125216992
2014-07-11,15115.09961,15138.7002,15082.79981,15125.5,15125.5,140336400,2014-07-11,0.763862202
2014-07-14,15125.09961,15180.40039,15125.09961,15171.2002,15171.2002,141525100,2014-07-14,0.833633528
2014-07-15,15171.09961,15177.90039,15057.40039,15081.29981,15081.29981,187124600,2014-07-15,0.198335386
2014-07-16,15081.29981,15240.79981,15081.29981,15226.29981,15226.29981,160836700,2014-07-16,0.909090909
2014-07-17,15226.29981,15269.40039,15186.09961,15204.5,15204.5,163178400,2014-07-17,0.220890976
2014-07-18,15202.09961,15291.2002,15179.29981,15266.59961,15266.59961,132334100,2014-07-18,0.780156387
2014-07-21,15266.40039,15266.40039,15208.79981,15250,15250,96353600,2014-07-21,0.715273886
2014-07-22,15251.90039,15343.5,15251.90039,15315.09961,15315.09961,147356300,2014-07-22,0.68995074
2014-07-23,15314.90039,15395.7002,15313.29981,15394.40039,15394.40039,146911200,2014-07-23,0.984225754
2014-07-24,15394.40039,15421.40039,15370.09961,15394.5,15394.5,157100300,2014-07-24,0.4756339
2014-07-25,15394.5,15503.40039,15379.7002,15455,15455,140407700,2014-07-25,0.608728259
2014-07-28,15452.29981,15465.29981,15406.09961,15445.2002,15445.2002,134919100,2014-07-28,0.660480685
2014-07-29,15445.2002,15506.09961,15445.2002,15446.59961,15446.59961,139316600,2014-07-29,0.022979105
2014-07-30,15449,15527.29981,15449,15524.79981,15524.79981,185082800,2014-07-30,0.96807144
2014-07-31,15524.79981,15524.79981,15275.09961,15330.7002,15330.7002,207807300,2014-07-31,0.222669373
2014-08-01,15330.79981,15371.79981,15130.90039,15215.29981,15215.29981,170392200,2014-08-01,0.350351263
2014-08-05,15215.90039,15254.7002,15130.79981,15187.7002,15187.7002,173566800,2014-08-05,0.459243026
2014-08-06,15184.59961,15226.29981,15122,15202.09961,15202.09961,149164100,2014-08-06,0.767974676
2014-08-07,15201.40039,15254.79981,15056.09961,15118.40039,15118.40039,172806600,2014-08-07,0.313541623
2014-08-08,15118.40039,15204.59961,15092.09961,15196.29981,15196.29981,137214200,2014-08-08,0.926223964
2014-08-11,15196.29981,15301.2002,15196.29981,15261.59961,15261.59961,126262000,2014-08-11,0.622493434
2014-08-12,15261.59961,15319.90039,15229.7002,15274.2002,15274.2002,153169300,2014-08-12,0.493347043
2014-08-13,15274.79981,15309.90039,15242.90039,15262.7002,15262.7002,140795900,2014-08-13,0.295519463
2014-08-14,15262.7002,15312.90039,15257.5,15291.2002,15291.2002,138445000,2014-08-14,0.608302476
2014-08-15,15290.79981,15307.29981,15182.09961,15304.2002,15304.2002,147686700,2014-08-15,0.97524277
2014-08-18,15304.2002,15369,15304.2002,15338.5,15338.5,109596200,2014-08-18,0.529319571
2014-08-19,15339.5,15496.29981,15339.5,15477.2002,15477.2002,126247600,2014-08-19,0.878191111
2014-08-20,15477.7002,15570.5,15425.79981,15562,15562,140333600,2014-08-20,0.941257854
2014-08-21,15561.7002,15566.5,15526,15556.09961,15556.09961,123912100,2014-08-21,0.743200222
2014-08-22,15556.09961,15574.2002,15495.09961,15535.59961,15535.59961,102244500,2014-08-22,0.512006321
2014-08-25,15535.90039,15624,15535.90039,15598.7002,15598.7002,101680900,2014-08-25,0.712827273
2014-08-26,15599.5,15653.40039,15599.5,15619.2002,15619.2002,128557500,2014-08-26,0.365492618
2014-08-27,15619.2002,15624.5,15559.79981,15602.7002,15602.7002,119750600,2014-08-27,0.663064308
2014-08-28,15600.79981,15600.79981,15542,15558.2002,15558.2002,114796600,2014-08-28,0.275514434
2014-08-29,15558.2002,15632.59961,15516.5,15625.7002,15625.7002,157610200,2014-08-29,0.940573323
2014-09-02,15626.90039,15627.79981,15574.09961,15619.09961,15619.09961,146208800,2014-09-02,0.837985768
2014-09-03,15619.09961,15685.09961,15619.09961,15657.59961,15657.59961,153229900,2014-09-03,0.583333333
2014-09-04,15657.5,15674.2002,15541.90039,15576.79981,15576.79981,159218700,2014-09-04,0.263790368
2014-09-05,15576.79981,15589.90039,15525.2002,15569.90039,15569.90039,151717700,2014-09-05,0.690881926
2014-09-08,15569.90039,15569.90039,15482.40039,15509.40039,15509.40039,132817800,2014-09-08,0.308571429
2014-09-09,15510.09961,15564.2002,15500.09961,15536.79981,15536.79981,163200400,2014-09-09,0.572540725
2014-09-10,15536.79981,15536.79981,15434.09961,15471.90039,15471.90039,135966700,2014-09-10,0.368069229
2014-09-11,15471.59961,15546.5,15432.29981,15534.29981,15534.29981,164480100,2014-09-11,0.893168352
2014-09-12,15534.09961,15580.5,15498.09961,15531.59961,15531.59961,147274700,2014-09-12,0.406551469
2014-09-15,15530.90039,15530.90039,15442.09961,15482.59961,15482.59961,149597200,2014-09-15,0.456077065
2014-09-16,15482.2002,15556.2002,15442.7002,15510.5,15510.5,182343500,2014-09-16,0.59735511
2014-09-17,15509.7002,15520.40039,15428.29981,15458.90039,15458.90039,152938300,2014-09-17,0.332251806
2014-09-18,15458.90039,15477,15422.5,15465.5,15465.5,173521200,2014-09-18,0.788990826
2014-09-19,15461.29981,15461.29981,15238,15265.40039,15265.40039,453002800,2014-09-19,0.122706739
2014-09-22,15259.40039,15266.09961,15117.5,15129,15129,182382400,2014-09-22,0.077389167
2014-09-23,15125,15171,15089.40039,15125.7002,15125.7002,163285500,2014-09-23,0.444852671
2014-09-24,15125.7002,15164.7002,15005.59961,15120.5,15120.5,192040800,2014-09-24,0.722187101
2014-09-25,15120.5,15120.5,14879.29981,14893.59961,14893.59961,191932000,2014-09-25,0.059286038
2014-09-26,14893.79981,15055.79981,14821.7002,15026.79981,15026.79981,162318100,2014-09-26,0.876121109
2014-09-29,14976.2002,15011.90039,14853.59961,14976.90039,14976.90039,161729900,2014-09-29,0.778901913
2014-09-30,14968.40039,15047.09961,14899.29981,14960.5,14960.5,217764200,2014-09-30,0.41407494
2014-10-01,14958.5,14958.5,14764,14805.40039,14805.40039,192397000,2014-10-01,0.212855481
2014-10-02,14781.5,14781.5,14545.59961,14760.59961,14760.59961,234463500,2014-10-02,0.911401626
2014-10-03,14782,14875,14763.7002,14789.79981,14789.79981,195634200,2014-10-03,0.234498255
2014-10-06,14829.59961,14878.7002,14743.09961,14743.09961,14743.09961,153072300,2014-10-06,0
2014-10-07,14716.09961,14757.90039,14572.2002,14576.5,14576.5,189987800,2014-10-07,0.023154553
2014-10-08,14584.5,14678.29981,14439.59961,14666.5,14666.5,257065900,2014-10-08,0.950566421
2014-10-09,14661.7002,14661.7002,14400,14460.59961,14460.59961,226716300,2014-10-09,0.231561192
2014-10-10,14438.5,14438.5,14188.79981,14227.40039,14227.40039,245691300,2014-10-10,0.154587729
2014-10-14,14185.2002,14185.2002,13977.7002,14036.7002,14036.7002,257770500,2014-10-14,0.284337349
2014-10-15,13957.29981,13957.29981,13677.29981,13869.90039,13869.90039,305502600,2014-10-15,0.687859236
2014-10-16,13775.79981,14166.29981,13646.79981,14053,14053,267559400,2014-10-16,0.781906054
2014-10-17,14142,14297.2002,14142,14227.7002,14227.7002,238636000,2014-10-17,0.552191284
2014-10-20,14240.09961,14354.79981,14180.09961,14337.79981,14337.79981,162358900,2014-10-20,0.902690435
2014-10-21,14413.2002,14564.09961,14364.59961,14547.7002,14547.7002,189092600,2014-10-21,0.917797424
2014-10-22,14574.29981,14584.29981,14295.09961,14312.09961,14312.09961,202868200,2014-10-22,0.058782809
2014-10-23,14407.79981,14529.09961,14384.5,14486.79981,14486.79981,174786600,2014-10-23,0.707469444
2014-10-24,14489,14569.40039,14436.59961,14543.79981,14543.79981,143071800,2014-10-24,0.807225638
2014-10-27,14526,14526,14385.29981,14469,14469,150434500,2014-10-27,0.594883291
2014-10-28,14503.09961,14628.59961,14473.90039,14624.29981,14624.29981,161520400,2014-10-28,0.972205393
2014-10-29,14634.29981,14641.29981,14471.59961,14527.59961,14527.59961,197553100,2014-10-29,0.329993726
2014-10-30,14500.90039,14546.5,14413,14458.7002,14458.7002,193266900,2014-10-30,0.342323558
2014-10-31,14510.40039,14627,14507.59961,14613.29981,14613.29981,261257900,2014-10-31,0.885258374
2014-11-03,14632.2002,14637.59961,14519.29981,14537.59961,14537.59961,173203200,2014-11-03,0.154690062
2014-11-04,14522.79981,14522.79981,14327,14390.40039,14390.40039,234613800,2014-11-04,0.323802115
2014-11-05,14452.29981,14599.7002,14441.2002,14548.29981,14548.29981,235833200,2014-11-05,0.675707319
2014-11-06,14576.5,14640.90039,14488.09961,14563.40039,14563.40039,215195000,2014-11-06,0.492803643
2014-11-07,14574.09961,14712.09961,14561.29981,14690.79981,14690.79981,216670300,2014-11-07,0.858754432
2014-11-10,14729.09961,14769,14671.7002,14709.79981,14709.79981,191840100,2014-11-10,0.391569233
2014-11-11,14720.79981,14770.7002,14688.2002,14760.29981,14760.29981,162235000,2014-11-11,0.873934667
2014-11-12,14736.29981,14856.2002,14696.90039,14856.2002,14856.2002,209369200,2014-11-12,1
2014-11-13,14867.09961,14890.79981,14739.79981,14778.79981,14778.79981,196536700,2014-11-13,0.258278146
2014-11-14,14779,14843.09961,14748.09961,14843.09961,14843.09961,210827800,2014-11-14,1
2014-11-17,14825.90039,14950.5,14825.90039,14882.5,14882.5,183312900,2014-11-17,0.454251899
2014-11-18,14911.90039,14990,14911.90039,14973,14973,193039900,2014-11-18,0.782329256
2014-11-19,14996.90039,15012.59961,14914.40039,14980.2002,14980.2002,211938800,2014-11-19,0.67006444
2014-11-20,14966.40039,15075.2002,14948.2002,15075.2002,15075.2002,197525300,2014-11-20,1
2014-11-21,15134.09961,15184.40039,15087.40039,15111.09961,15111.09961,206015200,2014-11-21,0.244321835
2014-11-24,15121.40039,15132.59961,14980.2002,15015.40039,15015.40039,164249300,2014-11-24,0.230973303
2014-11-25,15031.59961,15100.5,15031.59961,15073.7002,15073.7002,286515700,2014-11-25,0.611035516
2014-11-26,15055.79981,15060.40039,15003.90039,15038.40039,15038.40039,152803900,2014-11-26,0.610619469
2014-11-27,15026,15033.59961,14866.59961,14922.40039,14922.40039,156014400,2014-11-27,0.334136419
2014-11-28,14871.79981,14871.79981,14743.90039,14744.7002,14744.7002,211437900,2014-11-28,0.006253383
2014-12-01,14753.5,14771.79981,14558.2002,14625.29981,14625.29981,303964900,2014-12-01,0.314137325
2014-12-02,14610.09961,14707.7002,14570.7002,14620.09961,14620.09961,294647200,2014-12-02,0.360579664
2014-12-03,14638.29981,14769.29981,14627.09961,14754.09961,14754.09961,240756600,2014-12-03,0.893107067
2014-12-04,14789,14789,14562.7002,14583.40039,14583.40039,192155100,2014-12-04,0.091472443
2014-12-05,14483.29981,14542,14435,14473.7002,14473.7002,252701900,2014-12-05,0.361684065
2014-12-08,14410.09961,14410.09961,13983.7002,14144.2002,14144.2002,285279000,2014-12-08,0.376407647
2014-12-09,14083.29981,14195.7002,14001,14195.7002,14195.7002,279979900,2014-12-09,1
2014-12-10,14167.29981,14167.29981,13779.5,13853,13853,307753200,2014-12-10,0.189530781
2014-12-11,13828.29981,14083.7002,13827.40039,13905.09961,13905.09961,258578100,2014-12-11,0.30315754
2014-12-12,13847.29981,13889.09961,13713.2002,13731.09961,13731.09961,274628700,2014-12-12,0.101759373
2014-12-15,13758.29981,13852.09961,13635.5,13705.09961,13705.09961,300375700,2014-12-15,0.321328415
2014-12-16,13677.29981,14056.90039,13670.79981,13861.5,13861.5,425344300,2014-12-16,0.493913249
2014-12-17,13880.2002,14227,13831.79981,14213.90039,14213.90039,373359600,2014-12-17,0.966853232
2014-12-18,14356.09961,14439.09961,14193.2002,14346.79981,14346.79981,333418400,2014-12-18,0.624644067
2014-12-19,14390,14530.5,14348.7002,14468.29981,14468.29981,795341500,2014-12-19,0.657864347
2014-12-22,14494.59961,14547,14395.40039,14432.40039,14432.40039,210367900,2014-12-22,0.244063954
2014-12-23,14471,14597.59961,14471,14594,14594,164413900,2014-12-23,0.971566982
2014-12-24,14595.40039,14645.09961,14516.2002,14609.29981,14609.29981,72371600,2014-12-24,0.72226558
2014-12-29,14634.29981,14738.59961,14628.90039,14663.90039,14663.90039,122918800,2014-12-29,0.319054234
2014-12-30,14663.2002,14681.09961,14601.79981,14640,14640,123975000,2014-12-30,0.481718656
2014-12-31,14632.40039,14670.2002,14555.7002,14632.40039,14632.40039,106689800,2014-12-31,0.669870707
2015-01-02,14637.29981,14756.29981,14631.40039,14753.7002,14753.7002,132965800,2015-01-02,0.979186372
2015-01-05,14709,14709,14339.5,14392.7002,14392.7002,224213600,2015-01-05,0.143978877
2015-01-06,14368.09961,14370.40039,14162,14246.79981,14246.79981,273374500,2015-01-06,0.40690809
2015-01-07,14324.40039,14427.40039,14265.7002,14285,14285,234522600,2015-01-07,0.119355483
2015-01-08,14368.59961,14506.09961,14368.59961,14457.7002,14457.7002,225812700,2015-01-08,0.648004262
2015-01-09,14484.59961,14496.90039,14325.2002,14384.90039,14384.90039,216286900,2015-01-09,0.34770022
2015-01-12,14378.29981,14378.29981,14122.40039,14265,14265,240041100,2015-01-12,0.557248673
2015-01-13,14285.09961,14369.79981,14075,14187.2002,14187.2002,276614600,2015-01-13,0.380597928
2015-01-14,14119.79981,14119.79981,13892.59961,14084.40039,14084.40039,298845400,2015-01-14,0.844192854
2015-01-15,14149.7002,14170.7002,14017.2002,14041.79981,14041.79981,353728200,2015-01-15,0.160258046
2015-01-16,14043.79981,14330.79981,14043.79981,14309.40039,14309.40039,303918800,2015-01-16,0.925437582
2015-01-19,14307.7002,14323.79981,14195.40039,14312.5,14312.5,97313000,2015-01-19,0.911994887
2015-01-20,14368.40039,14377.59961,14260.40039,14308.40039,14308.40039,279251400,2015-01-20,0.409559047
2015-01-21,14315.59961,14624.2002,14266.2002,14560.40039,14560.40039,300489200,2015-01-21,0.821788257
2015-01-22,14589.5,14792.5,14589.5,14764,14764,266872000,2015-01-22,0.859605911
2015-01-23,14775.09961,14853.29981,14741.59961,14779.40039,14779.40039,226367700,2015-01-23,0.338412853
2015-01-26,14787.7002,14803.7002,14702.90039,14797.79981,14797.79981,186840600,2015-01-26,0.941464271
2015-01-27,14773.5,14838.79981,14656.29981,14833.90039,14833.90039,223926700,2015-01-27,0.973153896
2015-01-28,14849.29981,14852.7002,14599.7002,14602.90039,14602.90039,239058900,2015-01-28,0.012648996
2015-01-29,14599.7002,14672.59961,14392.59961,14637.29981,14637.29981,253821600,2015-01-29,0.873929271
2015-01-30,14581.2002,14812.5,14514.59961,14673.5,14673.5,324263400,2015-01-30,0.533401082
2015-02-02,14713.90039,14931.09961,14713.90039,14900.5,14900.5,228902300,2015-02-02,0.859117315
2015-02-03,14955.79981,15154.90039,14955.79981,15062.90039,15062.90039,316768900,2015-02-03,0.537922003
2015-02-04,15027.5,15056.40039,14939.2002,14995.7002,14995.7002,259138900,2015-02-04,0.482081105
2015-02-05,15031.09961,15172.29981,15031.09961,15124.90039,15124.90039,237014900,2015-02-05,0.664310565
2015-02-06,15149.5,15204.5,15025.59961,15083.90039,15083.90039,221622600,2015-02-06,0.325884039
2015-02-09,15084.90039,15168.09961,15056.59961,15100.7002,15100.7002,207884000,2015-02-09,0.395520951
2015-02-10,15114.5,15147.7002,14977.2002,15112.5,15112.5,206419100,2015-02-10,0.793547243
2015-02-11,15092.90039,15170.59961,15080.7002,15151.5,15151.5,223441000,2015-02-11,0.787544677
2015-02-12,15192.79981,15236.7002,15114.90039,15228.5,15228.5,260688700,2015-02-12,0.93267481
2015-02-13,15281.90039,15339.5,15256.7002,15264.79981,15264.79981,194129800,2015-02-13,0.097821607
2015-02-17,15249,15349,15190.2002,15284.59961,15284.59961,188670700,2015-02-17,0.594455478
2015-02-18,15276.2002,15286.40039,15178,15212.79981,15212.79981,216985800,2015-02-18,0.321030253
2015-02-19,15198.90039,15211.79981,15099.90039,15180.29981,15180.29981,196613700,2015-02-19,0.718497185
2015-02-20,15187.7002,15232.7002,15124.29981,15172.2002,15172.2002,212484500,2015-02-20,0.441883927
2015-02-23,15127.59961,15204.59961,15120.79981,15200.29981,15200.29981,188332600,2015-02-23,0.94868957
2015-02-24,15215.09961,15275,15150.7002,15165,15165,202903000,2015-02-24,0.115042859
2015-02-25,15201.40039,15258.90039,15155.09961,15228.59961,15228.59961,202158400,2015-02-25,0.708087151
2015-02-26,15273.09961,15318.40039,15241.2002,15241.2002,15241.2002,189355900,2015-02-26,0
2015-02-27,15237.59961,15333.59961,15234.29981,15234.29981,15234.29981,339748900,2015-02-27,0
2015-03-02,15240.90039,15283.7002,15212.29981,15264.09961,15264.09961,192652600,2015-03-02,0.725483488
2015-03-03,15258,15258,15109.90039,15133.90039,15133.90039,195697700,2015-03-03,0.162053095
2015-03-04,15108.7002,15135.90039,14995.09961,15082.79981,15082.79981,196308300,2015-03-04,0.622867251
2015-03-05,15136.7002,15189.09961,15094.79981,15103.09961,15103.09961,191332200,2015-03-05,0.088015072
2015-03-06,15067.5,15145.29981,14910.29981,14952.5,14952.5,230716700,2015-03-06,0.179575298
2015-03-09,14964.59961,14964.59961,14854.5,14854.5,14854.5,182390300,2015-03-09,0
2015-03-10,14784.7002,14784.7002,14628,14641.79981,14641.79981,198307400,2015-03-10,0.088065015
2015-03-11,14650.5,14778.90039,14637.59961,14739.2002,14739.2002,189464100,2015-03-11,0.719037677
2015-03-12,14744.79981,14809.09961,14719.7002,14770.7002,14770.7002,182561600,2015-03-12,0.570473538
2015-03-13,14734.7002,14738.90039,14606.2002,14731.5,14731.5,185435000,2015-03-13,0.944232253
2015-03-16,14733.5,14913.5,14719.29981,14862.79981,14862.79981,187656200,2015-03-16,0.738928197
2015-03-17,14818,14922.09961,14722.5,14898.5,14898.5,176396100,2015-03-17,0.881765254
2015-03-18,14869,15028,14825.2002,14962.2002,14962.2002,201339500,2015-03-18,0.675543056
2015-03-19,14942.5,14964.2002,14817.5,14873.90039,14873.90039,184971700,2015-03-19,0.384460232
2015-03-20,14913.90039,14998,14913.90039,14942.40039,14942.40039,496186900,2015-03-20,0.338883859
2015-03-23,14962.90039,15019.09961,14925.09961,14957.2002,14957.2002,161626900,2015-03-23,0.341495596
2015-03-24,14959.40039,15103.2002,14930.90039,15081.29981,15081.29981,179668500,2015-03-24,0.872893703
2015-03-25,15103.2002,15161.59961,14929.40039,14929.40039,14929.40039,221781000,2015-03-25,0
2015-03-26,14945.40039,14996.7002,14849,14869.79981,14869.79981,207990500,2015-03-26,0.140824492
2015-03-27,14856.09961,14897.79981,14717.7002,14812.40039,14812.40039,147454800,2015-03-27,0.525821216
2015-03-30,14855.40039,14995,14855.40039,14908.40039,14908.40039,167648700,2015-03-30,0.379657224
2015-03-31,14867.79981,14962.79981,14813.7002,14902.40039,14902.40039,201751600,2015-03-31,0.59490562
2015-04-01,14925.2002,14972.29981,14878.5,14942.59961,14942.59961,188681900,2015-04-01,0.683366122
2015-04-02,14925.5,15070.29981,14912.29981,15026.59961,15026.59961,156413900,2015-04-02,0.723416481
2015-04-06,15028.7002,15160.7002,15016.5,15100.7002,15100.7002,157700500,2015-04-06,0.583911797
2015-04-07,15115.29981,15266.59961,15115.29981,15188.79981,15188.79981,221954200,2015-04-07,0.485790451
2015-04-08,15188.59961,15249.5,15175.40039,15213.59961,15213.59961,177053800,2015-04-08,0.515511735
2015-04-09,15216.2002,15359.29981,15216.2002,15326.29981,15326.29981,176797200,2015-04-09,0.769391405
2015-04-10,15362.29981,15406.09961,15350.40039,15388.40039,15388.40039,179796600,2015-04-10,0.68223579
2015-04-13,15401.29981,15446.5,15352.09961,15383.59961,15383.59961,154725200,2015-04-13,0.333685059
2015-04-14,15372.09961,15403,15342.09961,15389.29981,15389.29981,179254400,2015-04-14,0.775039293
2015-04-15,15437,15524.79981,15437,15450.90039,15450.90039,254299100,2015-04-15,0.158319156
2015-04-16,15429.7002,15454.29981,15325,15386.79981,15386.79981,208304600,2015-04-16,0.477957449
2015-04-17,15364.59961,15367.59961,15275.5,15360.59961,15360.59961,163532700,2015-04-17,0.923995334
2015-04-20,15376.79981,15483.09961,15376.79981,15412.59961,15412.59961,153460400,2015-04-20,0.336781468
2015-04-21,15418.29981,15434.09961,15300.2002,15346.40039,15346.40039,162758800,2015-04-21,0.345036581
2015-04-22,15341.90039,15341.90039,15215.90039,15304.79981,15304.79981,157452700,2015-04-22,0.705550905
2015-04-23,15285.40039,15425.79981,15266.90039,15392.40039,15392.40039,160971300,2015-04-23,0.789807821
2015-04-24,15406,15440.40039,15368,15408.29981,15408.29981,139734000,2015-04-24,0.556624135
2015-04-27,15442.29981,15456.40039,15319.59961,15344.09961,15344.09961,188782900,2015-04-27,0.179092543
2015-04-28,15340.79981,15348.29981,15278.7002,15346.09961,15346.09961,168472300,2015-04-28,0.968387811
2015-04-29,15288,15363.79981,15242.09961,15347.29981,15347.29981,192321400,2015-04-29,0.864420925
2015-04-30,15324.2002,15324.2002,15192.5,15224.5,15224.5,229900400,2015-04-30,0.242976102
2015-05-01,15224.40039,15362.90039,15208.40039,15339.79981,15339.79981,158965400,2015-05-01,0.850481644
2015-05-04,15347.7002,15403.5,15340.90039,15367.5,15367.5,150908400,2015-05-04,0.424916536
2015-05-05,15378.79981,15416.59961,15128.2002,15173.90039,15173.90039,204036900,2015-05-05,0.158461473
2015-05-06,15145.5,15148.5,14945,15023.90039,15023.90039,244358700,2015-05-06,0.387716909
2015-05-07,15016.90039,15103.5,14934.29981,15088.79981,15088.79981,276978400,2015-05-07,0.913119515
2015-05-08,15141.7002,15200.2002,15099.2002,15170,15170,185148700,2015-05-08,0.700988168
2015-05-11,15182.2002,15237.2002,15108.90039,15152.59961,15152.59961,146601400,2015-05-11,0.340602375
2015-05-12,15127,15127,15026.2002,15043.2002,15043.2002,189066200,2015-05-12,0.16865112
2015-05-13,15053.5,15095.5,14948.29981,14980.7002,14980.7002,191793600,2015-05-13,0.220111054
2015-05-14,14999.59961,15036.79981,14984,15028.09961,15028.09961,183190200,2015-05-14,0.835222952
2015-05-15,15020.29981,15108.09961,14990.7002,15108.09961,15108.09961,163163400,2015-05-15,1
